Unnamed: 0,Norwegian,English
4427,likeledes,"likewise; also, besides"
4428,å gjenspeile,to reflect
4429,nyskapende,innovative 
4430,å spekulere,"to think, ponder; speculate"
4431,ei drakt,"attire, clothes, garb, suit, costume"
4432,en skuffelse,disappointment
4433,ei tromme,drum 
4434,feit,fat
4435,inklusive,inclusive
4436,likegyldig,"immaterial, unimportant; indifferent"
4437,en toppscorer,top scorer
4438,utpå,"out on, out in, out at "
4439,en villa,"villa, detached house"
4440,uenighet -en,"[the] disagreement, dissension"
4441,atomvåpen -et,[the] atomic weapon
4442,behold,i ~ = intact
4443,utenkelig,"unthinkable, inconceivable "
4444,å kompensere,to compensate
4445,galskap -en,"[the] insanity, lunacy"
4446,dop -en/-et,"[the] drugs, dope "
4447,å besette,"to occupy, fill, obsess, possess"
4448,en fortjeneste,"earnings, profit"
4449,et samliv,"cohabition, life together"
4450,retorikk -en,[the] rhetoric 
4451,en kur,"cure; treatment; court, formal reception"
4452,bakfra,from behind
4453,å fraråde,to advise
4454,rødvin -en,[the] red wine
4455,en middelalder,middle age 
4456,ei negl,nail 
4457,et spekter,"spectrum, spectre"
4458,sosiologi -en,[the] sociology 
4459,et ubehag,discomfort 
4460,et landsforbund,"league, national federation"
4461,uvitende,ignorant 
4462,en lærdom,"erudition, learning, scholarship"
4463,uaktuell,not of current interest 
4464,merverdiavgift -a,"[the] value added tax, VAT "
4465,en taxi,taxi
4466,et kredittkort,credit card 
4467,et paradis,paradise 
4468,å introdusere,to introduce
4469,å tilgi,"to forgive, pardon "
4470,en flamme,"blaze, flame"
4471,foresatt,"superior, [as noun] authority, guardian "
4472,utenrikspolitikk -en,[the] foreign policy
4473,et ratt,"wheel, steering wheel "
4474,en prikk,"dot, point "
4475,et knippe,snap (of the fingers)
4476,et samleie,intercourse
4477,et parlament,Parliament 
4478,skrekk -en,[the] fear 
4479,mindreårig,"minor, underage person"
4480,ei redning,rescue 
4481,et kontinent,continent
4482,dyster,"bleak, gloomy, depressing"
4483,forut,"before, beforehand"
4484,en krangel,quarrel; contentiousness
4485,et sukk,sigh 
4486,frakt -a,"[the] cargo, freight, carriage, transportation"
4487,humanitær,humanitarian
4488,aids -en,[the] AIDS (Acquired Immune Deficiency System
4489,en hanske,glove
4490,et syndrom,syndrome 
4491,en aften,evening; eve
4492,en assistent,"assistant, helper"
4493,integritet -en,[the] integrity
4494,kompakt,compact
4495,ei vogn,"carriage, wagon "
4496,et mindretall,minority 
4497,en applaus,applause
4498,en forstyrrelse,"disturbance, confusion"
4499,ei vedtekt,"rule, ordinance "
4500,en kalender,"almanac, calendar"
4501,belysning -a,"[the] lighting, illumination, elucidation"
4502,et portrett,portrait 
4503,eksakt,exact
4504,en sanksjon,sanction
4505,en karantene,quarantine
4506,verdensrom -met,"[the] outer space, space "
4507,en omverden,"surrounding world, surroundings "
4508,juling -a,"[the] beating, thrashing"
4509,en reguleringsplan,"development plan, local plan "
4510,et diktatur,dictatorship
4511,ei sidelinje,"sideline, branch line, branch "
4512,ei oppbygging,"building up, construction, structure "
4513,en rakett,"rocket, missile "
4514,å treffes,to meet 
4515,et fradrag,"allowance, deduction"
4516,ei folketrygd,"national insurance, US: social security "
4517,reiseliv -et,"[the] tourism, travel business, travelling "
4518,et gjensyn,meeting (again)
4519,et skrivebord,"desk, office desk "
4520,verdighet -a,[the] worthiness
4521,et utløp,"outlet, mouth, discharge"
4522,ei landsbygd,rural community
4523,å utbetale,"to pay, pay out, disburse "
4524,en dal,valley
4525,trivsel -en,"[the] thriving, prosperity"
4526,en vokalist,vocalist
4527,en fornyelse,renewal
4528,sammenlagt,"combined, put together "
4530,frelse -n,"[the] deliverance, rescue"
4531,fuktig,"damp, humid"
4532,et jubileum,anniversary
4533,et tyveri,theft
4534,å minnes,"to remember, recollect"
4535,alltids,always; at least
4536,ei kjønnsforskning,gender research 
4537,et skjegg,beard 
4538,ei strekning,"distance, way, stretching"
4539,en bachelor,bachelor 
4540,fortvilet,"dispairing, desperate"
4541,en torsk,cod 
4542,etablert,established 
4544,uforståelig,incomprehensible 
4545,et brannvesen,fire department
4546,et utbrudd,"outburst, outbreak"
4547,et forfatterskap,authorship
4548,ei reke,shrimp
4549,å spenne,"to stretch, strain, tighten"
4550,et operativsystem,"operating system, OS "
4551,overlegen,"superior, haughty, supercilious "
4552,skjev,"crooked, lopsided"
4553,ei fordypning,"depression, hollow"
4554,et moment,moment 
4555,et dilemma,dilemma
4556,ei fullmakt,credentials
4557,en prioritet,priority 
4558,å stemple,"to stamp, brand "
4559,profitt -en,[the] profit 
4560,fyldig,"copious, complete, full, plump"
4561,å skjelve,"to tremble, shiver, shake"
4562,fortvilelse -n,"[the] dispair, desperation"
4563,et prosjektarbeid,project work 
4564,en margin,[merc.] margin
4565,terapi -en,[the] therapy
4566,asiatisk,"Asian, Asiatic"
4567,ei innvending,objection
4568,utenpå,"outside, on the outside "
4569,å prostituere,to prostitute 
4570,oppegående,"ambulatory, not confined to bed "
4571,bagasje -n,"[the] baggage, luggage"
4572,et supplement,supplement 
4573,en aktivist,activist
4574,et jordskjelv,earthquake
4575,et rammeverk,framework 
4576,et vrak,wreck
4577,ei saksbehandling,"work, procedure"
4578,en lastebil,(motor) truck
4579,et nybygg,"new construction, new building "
4580,ultimat,ultimate 
4581,Koranen ,the Koran 
4582,å skissere,"to draft, outline, sketch"
4583,mellomstor,"middle-sized, medium(-sized"
4584,en håndfull,handful
4585,å ruste,to rust; arm
4586,lesbisk,Lesbian 
4587,afghansk,Afghan
4588,folkevalgt,elected by popular vote
4589,en sparebank,savings bank 
4590,overens,stemme ~ = to agree 
4591,slapp,"limp, listless, slack, relaxed"
4592,å gjennomtenke,"to think through, consider carefully"
4593,næringsutvikling -a,[the] industrial and commercial development 
4594,en begivenhet,"event, occurence"
4595,et borettslag,housing cooperative
4596,en reisende,traveller 
4597,en andreplass,second place 
4598,atskillig,a good deal (of)
4599,tiende,tenth 
4600,spontan,spontaneous 
4601,en partikkel,particle 
4602,vett -et,"[the] brains, sense, wits "
4603,ei omlegging,"change, alteration, shift "
4604,livlig,"animated, lively"
4605,en distanse,(long) distance
4606,harmoni -en,"[the] accord, harmony"
4607,et mineral,mineral 
4608,å splitte,to split 
4609,kulde -a,"[the] cold, coldness"
4610,øm,"sore; tender, loving, gentle "
4611,kanarisk,pertaining to the Canary Islands
4612,et nabolag,"neighbourhood, vicinity "
4613,å lene,to lean
4614,engstelig,"anxious, apprehensive"
4615,sminke -a,[the] make-up 
4616,modig,"courageous, brave "
4617,å dale,"to fall, decrease, sink"
4618,truende,threatening; imminent
4619,å doble,to double
4620,ubrukelig,useless 
4621,Danmark,Denmark
4622,en utroskap,"unfaithfulness, infidelity"
4623,intelligens -en,[the] intelligence
4624,begeistring -a,[the] enthusiasm
4625,å akte,"to heed, pay attention"
4626,lat,"indolent, lazy, shiftless"
4627,en merknad,"note, annotation, comment"
4628,tek -en,"[the] knack, hang "
4629,en lur,"nap, snooze"
4630,komfortabel,comfortable
4631,et underlag,"base, foundation, support"
4632,et begjær,"strong desire, lust"
4633,incest -en,[the] incest 
4634,utvendig,"external, exterior, outside"
4635,en forlengelse,continuation
4636,et telefonnummer,call number 
4637,en forsinkelse,delay
4638,katolsk,catholic
4639,sosialdemokratisk,social democratic 
4640,et kunstverk,work of art
4641,statsvitenskap -en,[the] political science 
4642,en problematikk,"issue, problems"
4643,innledningsvis,introductorily 
4644,å brake,"to bang, crack, crash, thunder"
4645,en skolegang,school attendance 
4646,en varde,"cairn, beacon "
4647,en velsignelse,"sanction, approval "
4648,en byråd,"city council, town council "
4649,sær,"difficult, moody; touchy"
4650,en dessert,dessert
4651,maling -a,[the] paint
4652,å igangsette,"to start, activate"
4653,å grunnlegge,"to establish, found"
4654,å innbille,"to lead (sby) to believe, make (sby) believe"
4655,en bestand,stock (of animals); stand (of trees)
4656,en frekvens,frequency
4657,et forbrukerombud,consumer ombudsman 
4658,å torturere,to torture
4659,et cruise,cruise
4660,en prosedyre,procedure 
4661,simpelthen,simply
4662,bekjent,"famous, noted, well-known"
4663,ei oppussing,"decoration, renovation, touching up "
4664,idiotisk,idiotic
4665,lojalitet -en,[the] loyalty
4666,frekk,"bold, impudent"
4667,å skjerme,"to protect, shield; screen"
4668,å gro,to grow
4669,fylkesting -et,[the] ~county board
4670,et presidentvalg,presidential election 
4671,selvstendighet -a,"[the] independence, originality "
4672,ei miljøgift,environmental poison 
4673,poesi -en,[the] poetry 
4674,snus -en,[the] snuff 
4675,ei ørn,eagle 
4676,ei overbevisning,conviction 
4677,pedagogikk -en,"[the] pedagogics, pedagogy "
4678,en forgjenger,predecessor
4679,å profilere,"to shape, profile "
4680,å kidnappe,to kidnap
4681,en formann,"chairman, foreman"
4682,samordning -a,"[the] coordination, harmonization, integration "
4683,hjertesvikt -en,[the] heart failure 
4684,et direktorat,directorate
4685,en majoritet,majority
4686,derav,from this (cause)
4687,bortimot,"toward, almost, approximately"
4688,å speile,to fry 
4689,ei hindring,obstacle
4690,å oppheve,"to suspend, annul, cancel"
4691,nederlandsk,"Dutch, Netherlands"
4692,snau,"scanty, bare "
4693,Syden ,the South 
4694,unødig,"unnecessary, needless"
4695,en pils,"lager, Pilsner"
4696,å rusle,"to stroll, pad, potter "
4697,virtuell,virtual 
4698,en eiendomsskatt,property tax
4699,å mose,to mash
4700,en tannlege,dentist
4701,en lengsel,"longing, yearning"
4702,å feile,"to err, go astray, fail"
4703,oppsikt -en,[the] attention 
4704,å snuble,"to stumble, trip, trip up "
4705,et ritual,"custom; ritual, rite"
4706,å fremkomme,"to appear, come to light"
4707,en visdom,wisdom 
4708,en oppdragsgiver,"contractor, employer, principal "
4709,ei ku,cow
4710,en kvalifikasjon,qualification
4711,påvente,i ~ = pending
4712,dramatikk -en,"[the] drama, dramatic literature"
4713,en melodi,"melody, tune "
4714,et arbeiderparti,labor party
4715,en målestokk,"rule, scale, measure, yardstick "
4716,en ondskap,"wickedness, malignity, spite "
4717,en opphavsrett,copyright 
4718,en klump,"clod, clump; ball"
4719,et flyselskap,airline (company
4720,tobakk -en,[the] tobacco 
4721,en oppdragelse,upbringing 
4722,en arbeidsdag,"working day, everyday, working hours, workday"
4723,en næringsvirksomhet,"business sector, business activity"
4724,saft -a,"[the] syrup, cordial; juice; sap"
4725,unormal,abnormal
4726,et arbeidsvilkår,working conditions
4727,en egenandel,own risk 
4728,å anlegge,"to construct, establish, start, adopt"
4729,en hæl,heel
4730,kjølig,"chilly, cool"
4731,å overstige,"to exceed, surpass"
4732,å sprute,"to squirt, splash"
4733,glitrende,"glittering, sparkling, brilliant "
4734,isolasjon -en,[the] isolation
4735,ei tang,"pincers, tongs"
4736,ei frigjøring,"emancipation, liberation"
4737,et avvik,"departure, derogation, waiver "
4738,et etternavn,"family name, surname"
4739,avfall -et,"[the] refuse, scraps, waste"
4740,en knop,knot (rope; unit of speed)
4741,å reparere,"to repair, mend, fix up "
4742,ironi -en,[the] irony
4743,teologisk,theologic 
4744,brukervennlighet -en,[the] user-friendliness 
4745,en mekanisme,mechanism
4746,et antrekk,"attire, dress"
4747,dertil,"[archaic] to that, there, for that"
4748,en doktorgrad,doctor's degree
4749,en hovedregel,axiom
4750,en skjønnhet,beauty 
4751,å sperre,"to block, obstruct"
4752,en fremgangsmåte,"course of action, procedure"
4753,et hovedkontor,main office
4754,en penn,pen 
4755,oppriktig,"devout, sincere"
4756,ufrivillig,"involuntary, unintentional"
4757,fortrinnsvis,"above all, especially"
4758,et nærvær,presence 
4759,legitimitet -en,[the] legitimacy
4760,et selvforsvar,self-defence
4761,å bremse,"to brake, slow down"
4762,ei takling,tackling 
4763,nødhjelp -a,[the] makeshift; emergency treatment 
4764,en organisme,organism 
4765,en bebyggelse,building(s)
4766,en etterkommer,descendant
4767,en taktikk,tactic(s)
4768,trakassering -a,"[the] harassment, victimisation "
4769,grådig,"greedy, voracious"
4770,en major,"major (Air Force, Army)"
4771,en høyskole,"academy, college, university "
4772,ryddig,"orderly, tidy, clear "
4773,en partileder,party leader 
4774,et opplag,"stock, store "
4775,en oppdagelse,"discovery, detection, realization"
4776,å banne,[archaic] to forbid
4777,ferskvann -et,[the] fresh water
4778,en modus,mode 
4779,en studiekompetanse,university and college admissions certification 
4780,en økonom,economist; thrifty person
4781,en vokal,vowel 
4782,iransk,"Iranian, Persian"
4783,en bolle,"bowl; (sweet) bun, roll; (fish meat) ball"
4784,eksplisitt,explicit
4785,mestring -a,[the] command 
4786,trofast,"faithful, loyal "
4787,ei aldersgruppe,age group 
4788,et fundament,"foundation, base"
4789,ujevn,"uneven, rough, unequal "
4790,lun,"cozy, snug"
4791,å ryste,to shake 
4792,en kommentarfelt,comments field 
4793,en ambulanse,ambulance
4794,et folkemord,genocide 
4795,et mirakel,miracle 
4796,en weekend,weekend 
4797,ei lokalbefolkning,"townsfolk, townspeople "
4798,et julebord,table spread with Christmas food
4799,sjalu,jealous
4800,forurense,"to contaminate, pollute"
4801,en kulturminister,Minister of Cultural Affairs
4802,en barnehageplass,"place in a kindergarten, day nursery place "
4803,bortover,"along, across"
4804,frittstående,"detached, isolated"
4805,en hjelm,helmet
4806,en dikter,"poet, author, writer"
4807,en ruin,ruin 
4808,en styreformann,chairman of the board (of directors)
4809,uinteressant,uninteresting 
4810,en narkoman,"drug addict, narcotic"
4811,å grue seg,"to be nervous, dread, worry about"
4812,å stupe,"to dive, plunge "
4813,utbredelse -n,"[the] spread, dissemination, diffusion "
4814,å mobilisere,to mobilize
4815,nordlig,"northern, north"
4816,tåpelig,"silly, foolish"
4817,å storme,to storm
4818,ei kvote,quota
4819,naturforvaltning -a,[the] nature management 
4820,å aktivere,"to actuate, capitalize"
4821,et fåtall,"(a) few, (a) minority"
4822,å mishandle,to ill-treat
4823,å hoste,to cough
4824,ei legning,"laying, placing; intellectual bent, turn"
4825,et straffespark,penalty kick 
4826,helsemessig,health-related 
4827,imperialisme -n,[the] imperialism
4828,en risk,"risk, hazard, danger "
4829,teit,"stupid, dim, daft"
4830,en meditasjon,meditation 
4831,en tomat,tomato 
4832,en valgfrihet,freedom of choice
4833,dess,the <objective case of den>
4834,svimmelhet -en,"[the] dizziness, giddiness "
4835,et underliv,abdomen 
4836,en taper,loser
4837,åssen,how?
4838,et regjeringsparti,governing party
4839,et rådyr,"roe, roedeer, venison "
4840,en begravelse,funeral
4841,eiendomsrett -en,"[the] ownership; rights, title"
4842,en evighet,eternity
4843,leire -t,"[the] clay, mortal clay"
4844,å overtale,"to persuade, induce"
4845,et tau,rope 
4846,en prevensjon,"contraception, prevention, birth control "
4847,et belegg,"coating, covering, instance, occurrence"
4848,bioenergi -en,[the] bioenergy 
4849,å høste,"to approach (autumn); harvest, reap"
4850,en favør,favor
4851,en prosessor,processor 
4852,undertøy -et,[the] underwear 
4853,maritim,maritime
4854,en koordinator,coordinator 
4855,å minske,"to decrease, reduce, diminish, lessen"
4856,å berge,"to rescue, save"
4857,en fastlege,family doctor 
4858,islandsk,Icelandic
4859,en fortsettelse,continuation
4860,å konvertere,[merc.] to convert
4861,ei hofte,hip
4862,en søknadsfrist,"proposal deadline, deadline for applications"
4863,ubegrenset,"unbounded, boundless"
4864,en etat,"(government) department, service"
4865,en allmennhet,public
4866,en sokkel,"base, pedestal, foundation "
4867,å nedfelle,"to draw, trace"
4868,avføring -a,"[the] bowel movement, excrement, stool"
4869,særegen,"peculiar, strange, odd"
4871,godteri -et,"[the] sweets, goodies "
4872,å omgjøre,to reverse
4873,kompetanseutvikling -a,"[the] development of expertise, human resources development "
4874,levekår -et,"[the] living conditions, circumstances "
4875,en uniform,uniform 
4876,fullverdig,of full value
4877,å motvirke,"to counteract, work against, counter "
4878,human,"humane, humanistic"
4879,antageligvis,presumably 
4880,kjip,cheap
4881,en sigarett,cigarette
4882,ei grav,grave
4883,en hjemmel,authority
4884,sprit -en,"[the] alcohol, spirits "
4885,analog,analogous
4886,urealistisk,unrealistic 
4887,patetisk,"emotional, solemn, high-flown "
4888,geografi -en,[the] geography
4889,å navigere,to navigate
4890,en energikilde,source of energy
4891,Marokko,Morocco
4892,en hjemmekamp,"home match, home game "
4893,en ørken,desert 
4894,en utførelse,"performance, execution, craftmanship"
4895,ei råvare,raw material 
4896,dristig,"bold, daring"
4897,innbyrdes,"mutual, reciprocal"
4898,en mal,templet
4899,en emisjon,"[merc.] issue (stock, currency)"
4900,et stevne,"rally, meeting, gathering "
4901,ei stripe,stripe 
4902,en representasjon,"representation, entertaining"
4903,frodig,"lush, luxuriant, lively"
4904,hjel,i ~ = to death
4905,et læremiddel,teaching aid
4906,brystkreft -en,[the] breast cancer 
4907,saltvann -et,"[the] salt water, sea water "
4908,et forskningsprosjekt,research project 
4909,tam,"tame, domesticated "
4910,å mate,to feed
4911,å utlevere,"to distribute, deliver; expose"
4912,København,Copenhagen
4913,stødig,"steady, reliable, dependable "
4914,ei forbrenning,"combustion, [med.] burn"
4915,å klargjøre,"to clarify, elucidate"
4916,et knall,"bang, exploxion, report, crack"
4917,undertrykkelse -n,"[the] suppression, subjugation, oppression "
4918,en visepresident,vice president
4919,et gasskraftverk,gasworks 
4920,komfort -en,[the] comfort
4921,en nettbutikk,"web shop, Internet shop "
4922,videreutvikling -a,[the] development 
4923,en løk,onion
4924,å mislykkes,"to fail, be unsuccessful, not succeed"
4925,et nyår,New Year
4926,å spy,"to vomit, throw up, spew "
4927,latin -en,[the] Latin
4928,å utpeke,"to point out, indicate, appoint"
4929,brukervennlig,user-friendly 
4930,tålmodig,patient 
4931,et privatliv,private life 
4932,Russland ,Russia
4933,et mas,"bother, difficulty, fuss"
4934,ei sysselsetting,employment 
4935,sjalusi -en,[the] jealousy
4936,et avkom,"issue, offspring"
4937,en eierandel,"owner share, owner's share "
4938,formidabel,formidable; prodigious
4939,en kam,comb
4940,å mislike,to dislike
4941,en irritasjon,irritation
4942,beklagelig,"deplorable, regrettable"
4943,et husdyr,"house pet, domestic animal"
4944,et snev,"touch, suggestion, trace "
4945,et fyrverkeri,fireworks
4946,midnatt -a,[the] midnight 
4947,optikk -en,[the] optics 
4948,å bekjenne,"to confess, admit"
4949,honning -en,[the] honey
4950,ypperst ,best
4951,et skrik,"scream, shriek "
4952,et bryllup,wedding
4953,en morder,murderer 
4954,et aksjeselskap,"Ltd., public corporation "
4955,en resept,prescription 
4956,et spedbarn,"infant, baby "
4957,et bakhode,back of the head
4958,å overgå,"to exceed, outdo, outshine"
4959,en assosiasjon,association
4960,å avbryte,"to break (off), stop"
4961,glans -en,"[the] brilliance, glitter, gloss"
4962,ventilasjon -en,[the] ventilation
4963,signifikant,significant
4964,tidkrevende,time-consuming 
4965,livredd,deathly frightened
4966,en svikt,"failure, reduction, decline"
4967,velstående,"prosperous, affluent"
4968,å halvere,"to divide in half, in two"
4969,barnslig,"childish, childlike"
4970,en kattunge,kitten
4971,uvitenhet -en,[the] ignorance 
4972,en brems,brake
4973,et monopol,monopoly 
4974,en rev,fox 
4975,ei beskatning,"assessment, levy, taxation"
4976,en skattelov,"income tax act, finance act"
4977,et arr,scar
4978,en millimeter,millimetre 
4979,en injeksjon,injection
4980,symbolsk,symbolic 
4981,et akvarium,aquarium
4982,en helsemyndighet,health authority 
4983,ei samtid,"present time, one's age/contemporaries"
4984,presisjon -en,[the] precision 
4985,å dumpe,"to fall heavily, tumble, fail, flunk an examination"
4986,en ektefelle,spouse
4987,utfor,over 
4988,livsfarlig,experience (in life)
4989,nederst,"lowest, bottom"
4990,å avskaffe,"to abolish, do away with"
4991,å blinke,"to emit flashes, sparkle"
4992,en stakkar,"poor creature, miserable wretch "
4993,åttende,eighth 
4994,disiplin -en,[the] discipline
4995,unaturlig,"unnatural, affected "
4996,en tast,"key (piano, typewriter, etc.)"
4997,utkikk -en/-et,"[the] lookout, observation, watch; guard"
4998,ei aldersgrense,retirement age
4999,et fortrinn,"precedence, priority"
5000,et gods,"goods, property, freight, baggage"
5001,å innkalle,to call in; summon; convene
5002,uproblematisk,unproductive 
5003,et naboland,neighbouring country 
5004,uviss,uncertain
5005,å vippe,"to tilt, tip, bob"
5006,sågar,"even, indeed "
5007,variert,varied
5008,nedbør -en,"[the] rain, precipitation "
5009,ei oppføring,"entry, raising"
5010,en overensstemmelse,"accordance, agreement, conformity"
5011,et innbrudd,"burglary, housebreaking"
5012,kortvarig,"of short duration, short"
5013,urban,urban 
5014,et barnehjem,orphanage
5015,en politimann,policeman
5016,ei innlevering,"handing in, sending in "
5017,et bystyre,town government 
5018,utslitt,worn-out 
5019,å bedrive,to commit
5020,ei åpningstid,"opening time, opening hours"
5021,ei lunge,lung
5022,utsolgt,"out of stock, sold out"
5023,en reprise,"re-issue, re-release, stage "
5025,et kraftverk,power plant
5026,nazisme -n,[the] Nazism 
5027,en godbit,tidbit
5028,et sverd,sword 
5029,poker -en,[the] poker 
5030,å sveve,"to glide, fly"
5031,varetekt -a,"[the] custody, care, detention "
5032,blek,"pale, pallid"
5033,en horisont,horizon
5034,ei kappe,"fighter, hero; cap; cape"
5035,en misjon,mission 
5036,ei skatteliste,"register of taxpayers, tax roll(s)"
5037,en sponsor,sponsor 
5038,ei avhandling,"dissertation, monograph, thesis"
5039,internasjonalisering -a,[the] internationalisation 
5040,en eksplosjon,explosion
5041,en kineser,Chinese
5042,en logo,"logo, brand image "
5043,et politidistrikt,police district 
5044,å vike,"to yield, give way "
5045,å avbilde,"to depict, portray"
5046,å mobbe,"to bully, victimize"
5047,ei utbetaling,"payment, disbursement"
5048,en selvangivelse,tax return 
5049,besteforeldre,grandparents
5050,en essens,essence
5051,ei lovgivning,legislation
5052,nordlys -et,"[the] northern light, polar light "
5053,en etterfølger,successor
5054,en læreplan,curricula 
5055,irrelevant,irrelevant
5056,en stokk,"stick, cane "
5057,høflig,"courteous, polite"
5058,innovativ,innovative 
5059,ei kvalitetssikring,quality assurance 
5060,en nazist,nazi
5061,et hovedmål,primary goal 
5062,å lime,to glue
5063,en galakse,galaxy 
5064,et insekt,insect
5065,et panel,panel 
5066,en resolusjon,resolution 
5067,ambisiøs,"ambitious, aspiring "
5068,gøteborg,Gothenburg
5069,en rate,"rate, rate of growth; instalment"
5070,et avhør,"hearing, interrogation"
5071,å børsnotere,to be quoted on the stock exchange 
5072,en konsensus,consensus 
5073,å utestenge,"to exclude, shut out "
5074,et dekar,"decare (measure of land), ab. 1/4 acre"
5075,en kontekst,context
5076,å benekte,to deny
5077,vindkraft -a,[the] wind power 
5078,en verdensøkonomi,world economy 
5079,å betinge,"to give a condition, insist on, stipulate"
5080,et byggverk,"building, structure"
5081,smertestillende,pain-relieving 
5082,å våres,to become spring
5083,et territorium,territory 
5084,turisme -en,[the] tourism 
5085,en/et eksem,eczema
5086,å bemerke,"to notice, become aware of, remark"
5087,et samvær,gathering 
5088,en utarbeidelse,"preparation, compilation "
5090,uvant,unaccustomed
5091,velvære -t,[the] well-being 
5092,folkemusikk -en,[the] folk music
5093,et slagord,"slogan, motto, watchword"
5094,inntjening -a,[the] earnings 
5095,å undres,to wonder 
5096,oppgitt,"resigned, dejected"
5097,assistanse -n,[the] assistance
5098,sykepleie -a,[the] nursing 
5099,ei avreise,departure
5100,rørende,"touching, moving, pathetic "
5101,å strikke,to knit 
5102,feministisk,"feminist, feminist(ic)"
5103,en kiosk,"kiosk, newsstand; garden pavilion"
5104,ei krigføring,warfare 
5105,luksus -en,[the] luxury
5106,en vekter,"watchman, security guard "
5107,ensomhet -a,"[the] loneliness, solitude"
5108,å forundre,"to astonish, surprise"
5109,svett,sweaty 
5110,en puls,pulse 
5111,et tårn,tower 
5112,gjennomsiktig,transparent
5113,ei line,"line, rope"
5114,regelrett,"regular, according to rule "
5115,autoritær,authoritarian
5116,ei jordmor,midwife
5117,å stride,to fight 
5118,en gitarist,guitarist
5119,kirkelig,"church, ecclesiastical; religious"
5120,en storebror,big brother 
5121,å deprimere,to depress
5122,ei erklæring,"declaration, statement"
5123,et kompetansesenter,resource centre
5124,nedi,"(down) in, into "
5125,oppbevaring -a,"[the] keeping, storage "
5126,en rand,"stripe, brim, edge"
5127,et gjøremål,"(only pl) business, duties, tasks"
5128,en ansettelse,"appointment, employment"
5129,en islamist,"UK: Islamist, US: Islamite "
5130,et kupp,coup
5131,lærerik,"informative, instructive"
5132,ubetydelig,"slight, insignificant"
5133,å vedlikeholde,to maintain
5134,aggresjon -en,[the] aggression
5135,forakt -en,"[the] contempt, disdain"
5136,et hovedfag,major (subject)
5137,nedtrykt,"dejected, depressed"
5138,et filter,filter
5139,en tommel,thumb 
5140,id -en,"[the] [archaic] activity, effort"
5141,å trøste,"to comfort, console "
5142,bompenger,toll
5143,ei forretning,"business, bargain, deal"
5144,fortrolig,"confidential, conversant, familiar"
5145,en galopp,gallop
5146,svindel -en,[the] swindle
5147,å oppsummere,to summarize
5148,entusiastisk,enthusiastic
5149,et avspark,kickoff
5150,en ekspertise,"expert opinion, expertise"
5151,nysgjerrighet -a,"[the] curiosity, inquisitiveness "
5152,maskulin,masculine
5153,å finnes,"to be, be found, exist, occur"
5154,et samarbeidsprosjekt,co-operative venture/project
5155,å besitte,"to have, hold, possess"
5156,et jorde,"field (cultivated, usu. near nouses)"
5157,ei vandring,"migration, travel, wandering "
5158,en flåte,"float, raft, fleet, flotilla"
5159,en tilgivelse,"forgiveness, pardon, apology "
5160,et tøy,"cloth, fabric, clothes "
5161,et fluefiske,flyfishing
5162,misvisende,"misleading, fallacious, deceptive "
5163,en verdensmester,world champion 
5164,klarhet -a,"[the] brightness, clearness, transparency"
5165,en skolestart,starting school 
5166,å feie,"to brush, clean, sweep"
5167,nøktern,"level-headed, down-to-earth "
5168,en reparasjon,"repair, overhaul, reconditioning "
5169,et nøkkelord,key word 
5170,å snappe,"to grab, snatch, snap "
5171,et datterselskap,subsidiary (company)
5172,illegal,illegal
5173,en strekk,"tension, stretch "
5174,å tiltrekke,to attract 
5175,et jordbær,strawberry
5176,ei kantine,canteen
5177,en studieplass,"student place(s), university place(s) "
5178,en aksjekurs,"listed price, share price"
5179,ei sending,sending
5180,snarlig,"speedy, approaching "
5181,sortert,sorted 
5182,ei bukt,"bend, curve"
5183,ei novelle,short story 
5184,sørover,southward(s)
5185,merking -a,"[the] labelling, marking, tagging "
5186,en terskel,"door sill, sill, threshold "
5187,et holt,"grove, wood"
5188,sprø,"brittle, fragile "
5189,å oppløse,to disband
5190,ei eske,"boksz, carton"
5191,en overlege,chief physician
5192,besittelse -n,"[the] possession, dependency"
5193,å reservere,"to book, reserve"
5194,et borgerskap,"citizenship, nationality"
5195,en holme,"small island, islet"
5196,utprøving -a,"[the] testing, debugging "
5197,å insistere,to insist
5198,forgjeves,futile
5199,å trosse,to defy
5200,utenriks,foreign
5201,doping -a,[the] doping 
5202,ei fjær,"feather, plume, spring"
5203,å stønne,"to moan, groan "
5204,unnagjort,"unnaluring, shirking"
5205,ei brikke,"counter, small tray"
5206,beredskap -en,[the] preparedness
5207,et svømmebasseng,swimming pool 
5208,å signalisere,to signal 
5209,organisatorisk,"organizing, organizational "
5210,en dynamikk,dynamics
5211,dus,"mellow, soft, subdued"
5212,innblanding -en,"[the] interference, meddling"
5213,en pistol,pistol 
5214,et undervisningsopplegg,teaching plan 
5215,hygiene -n,[the] hygiene
5216,en blender,shutter
5217,hestekraft -en,[the] horsepower
5218,en narr,fool 
5219,et kick,"kick, rush "
5220,en fasilitet,facility (of a system
5221,et kjæledyr,"pet, soft toy"
5222,en ve,"woe, pain "
5223,matematisk,mathematical
5224,ei panne,"forehead, brow "
5225,ei forhåpning,"expectation, hope"
5226,en oppsigelse,"notice, discharge"
5227,et tabu,taboo 
5228,å fordømme,"to blame, condemn, denounce"
5229,en skriver,printer
5230,å løsne,"to become loose, loosen"
